plot_id,land_type,year,slot,crop_id,crop_name,crop_type,area,yield_jin_per_mu,cost_yuan_per_mu,price_yuan_per_jin
A1,平旱地,2024,单季,3,红豆,粮食（豆类）,34.72,400.0,350.0,8.25
A1,平旱地,2024,单季,4,绿豆,粮食（豆类）,8.0,350.0,350.0,7.0
A1,平旱地,2024,单季,5,爬豆,粮食（豆类）,21.35542168674699,415.0,350.0,6.75
A1,平旱地,2024,单季,9,高粱,粮食,15.924578313253008,630.0,400.0,6.0
A2,平旱地,2024,单季,1,黄豆,粮食（豆类）,55.0,400.0,400.0,3.25
A3,平旱地,2024,单季,6,小麦,粮食,3.5,800.0,450.0,3.5
A4,平旱地,2024,单季,8,谷子,粮食,72.0,400.0,360.0,6.75
A5,平旱地,2024,单季,6,小麦,粮食,54.4,800.0,450.0,3.5
A5,平旱地,2024,单季,12,南瓜,粮食,6.800000000000001,3000.0,1000.0,1.5
A5,平旱地,2024,单季,14,莜麦,粮食,6.799999999999997,420.0,400.0,5.5
A6,平旱地,2024,单季,6,小麦,粮食,55.0,800.0,450.0,3.5
B1,梯田,2024,单季,1,黄豆,粮食（豆类）,60.0,380.0,400.0,3.25
B10,梯田,2024,单季,6,小麦,粮食,22.5,760.0,450.0,3.5
B10,梯田,2024,单季,11,荞麦,粮食,2.5,105.0,350.0,40.0
B11,梯田,2024,单季,7,玉米,粮食,20.65714285714286,950.0,500.0,3.0
B11,梯田,2024,单季,10,黍子,粮食,25.0,500.0,360.0,7.5
B11,梯田,2024,单季,13,红薯,粮食,14.342857142857143,2100.0,2000.0,3.25
B12,梯田,2024,单季,3,红豆,粮食（豆类）,17.4,380.0,350.0,8.25
B12,梯田,2024,单季,4,绿豆,粮食（豆类）,27.6,330.0,350.0,7.0
B13,梯田,2024,单季,1,黄豆,粮食（豆类）,35.0,380.0,400.0,3.25
B14,梯田,2024,单季,6,小麦,粮食,20.0,760.0,450.0,3.5
B2,梯田,2024,单季,8,谷子,粮食,46.0,380.0,360.0,6.75
B3,梯田,2024,单季,6,小麦,粮食,31.99473684210526,760.0,450.0,3.5
B4,梯田,2024,单季,7,玉米,粮食,25.2,950.0,500.0,3.0
B4,梯田,2024,单季,13,红薯,粮食,2.8000000000000003,2100.0,2000.0,3.25
B5,梯田,2024,单季,11,荞麦,粮食,11.785714285714286,105.0,350.0,40.0
B5,梯田,2024,单季,15,大麦,粮食,7.175,500.0,350.0,3.5
B6,梯田,2024,单季,2,黑豆,粮食（豆类）,28.475757575757584,475.0,400.0,7.5
B6,梯田,2024,单季,7,玉米,粮食,24.24504965315807,950.0,500.0,3.0
B6,梯田,2024,单季,9,高粱,粮食,33.27919277108435,600.0,400.0,6.0
B7,梯田,2024,单季,7,玉米,粮食,55.0,950.0,500.0,3.0
B8,梯田,2024,单季,1,黄豆,粮食（豆类）,4.399999999999999,380.0,400.0,3.25
B8,梯田,2024,单季,4,绿豆,粮食（豆类）,39.6,330.0,350.0,7.0
B9,梯田,2024,单季,3,红豆,粮食（豆类）,5.0,380.0,350.0,8.25
B9,梯田,2024,单季,8,谷子,粮食,45.0,380.0,360.0,6.75
C1,山坡地,2024,单季,1,黄豆,粮食（豆类）,1.5,360.0,400.0,3.25
C1,山坡地,2024,单季,2,黑豆,粮食（豆类）,13.5,450.0,400.0,7.5
C2,山坡地,2024,单季,4,绿豆,粮食（豆类）,1.3000000000000007,315.0,350.0,7.0
C2,山坡地,2024,单季,6,小麦,粮食,11.7,720.0,450.0,3.5
C3,山坡地,2024,单季,6,小麦,粮食,1.5,720.0,450.0,3.5
C3,山坡地,2024,单季,15,大麦,粮食,13.5,475.0,350.0,3.5
C4,山坡地,2024,单季,2,黑豆,粮食（豆类）,4.997811447811441,450.0,400.0,7.5
C4,山坡地,2024,单季,7,玉米,粮食,13.00218855218856,900.0,500.0,3.0
C5,山坡地,2024,单季,4,绿豆,粮食（豆类）,24.3,315.0,350.0,7.0
C5,山坡地,2024,单季,5,爬豆,粮食（豆类）,2.7,375.0,350.0,6.75
C6,山坡地,2024,单季,6,小麦,粮食,20.0,720.0,450.0,3.5
D1,水浇地,2024,第一季,17,豇豆,蔬菜（豆类）,1.5,3000.0,2000.0,8.0
