plot_id,land_type,year,slot,crop_id,crop_name,crop_type,area,yield_jin_per_mu,cost_yuan_per_mu,price_yuan_per_jin
A1,平旱地,2024,单季,4,绿豆,粮食（豆类）,15.249999999999986,350.0,350.0,7.0
A1,平旱地,2024,单季,7,玉米,粮食,64.75000000000001,1000.0,500.0,3.0
A2,平旱地,2024,单季,6,小麦,粮食,55.0,800.0,450.0,3.5
A3,平旱地,2024,单季,12,南瓜,粮食,11.7,3000.0,1000.0,1.5
A3,平旱地,2024,单季,13,红薯,粮食,23.3,2200.0,2000.0,3.25
A4,平旱地,2024,单季,6,小麦,粮食,72.0,800.0,450.0,3.5
A5,平旱地,2024,单季,7,玉米,粮食,68.00000000000001,1000.0,500.0,3.0
A6,平旱地,2024,单季,4,绿豆,粮食（豆类）,55.00000000000004,350.0,350.0,7.0
B1,梯田,2024,单季,8,谷子,粮食,60.0,380.0,360.0,6.75
B10,梯田,2024,单季,9,高粱,粮食,25.0,600.0,400.0,6.0
B11,梯田,2024,单季,8,谷子,粮食,60.0,380.0,360.0,6.75
B12,梯田,2024,单季,2,黑豆,粮食（豆类）,16.05263157894737,475.0,400.0,7.5
B12,梯田,2024,单季,10,黍子,粮食,28.94736842105263,500.0,360.0,7.5
B13,梯田,2024,单季,8,谷子,粮食,35.0,380.0,360.0,6.75
B14,梯田,2024,单季,3,红豆,粮食（豆类）,20.0,380.0,350.0,8.25
B2,梯田,2024,单季,6,小麦,粮食,21.0,760.0,450.0,3.5
B2,梯田,2024,单季,9,高粱,粮食,25.0,600.0,400.0,6.0
B3,梯田,2024,单季,6,小麦,粮食,40.0,760.0,450.0,3.5
B4,梯田,2024,单季,6,小麦,粮食,28.0,760.0,450.0,3.5
B5,梯田,2024,单季,14,莜麦,粮食,25.0,400.0,400.0,5.5
B6,梯田,2024,单季,2,黑豆,粮食（豆类）,86.0,475.0,400.0,7.5
B7,梯田,2024,单季,8,谷子,粮食,55.0,380.0,360.0,6.75
B8,梯田,2024,单季,2,黑豆,粮食（豆类）,44.0,475.0,400.0,7.5
B9,梯田,2024,单季,2,黑豆,粮食（豆类）,50.0,475.0,400.0,7.5
C1,山坡地,2024,单季,4,绿豆,粮食（豆类）,15.0,315.0,350.0,7.0
C2,山坡地,2024,单季,11,荞麦,粮食,13.0,100.0,350.0,40.0
C3,山坡地,2024,单季,10,黍子,粮食,15.0,475.0,360.0,7.5
C4,山坡地,2024,单季,11,荞麦,粮食,18.0,100.0,350.0,40.0
C5,山坡地,2024,单季,11,荞麦,粮食,27.0,100.0,350.0,40.0
C6,山坡地,2024,单季,5,爬豆,粮食（豆类）,20.0,375.0,350.0,6.75
D1,水浇地,2024,第一季,17,豇豆,蔬菜（豆类）,15.0,3000.0,2000.0,8.0
D1,水浇地,2024,第二季,35,大白菜,蔬菜,15.0,5000.0,2000.0,2.5
D2,水浇地,2024,第一季,29,黄瓜,蔬菜,10.0,12000.0,2900.0,7.0
D2,水浇地,2024,第二季,35,大白菜,蔬菜,10.0,5000.0,2000.0,2.5
D3,水浇地,2024,第一季,29,黄瓜,蔬菜,14.0,12000.0,2900.0,7.0
D3,水浇地,2024,第二季,36,白萝卜,蔬菜,14.0,4000.0,500.0,2.5
D4,水浇地,2024,第一季,18,刀豆,蔬菜（豆类）,6.0,2000.0,1000.0,6.75
D4,水浇地,2024,第二季,36,白萝卜,蔬菜,6.0,4000.0,500.0,2.5
D5,水浇地,2024,第一季,29,黄瓜,蔬菜,10.0,12000.0,2900.0,7.0
D5,水浇地,2024,第二季,35,大白菜,蔬菜,10.0,5000.0,2000.0,2.5
D6,水浇地,2024,第一季,29,黄瓜,蔬菜,12.0,12000.0,2900.0,7.0
D6,水浇地,2024,第二季,37,红萝卜,蔬菜,12.0,3000.0,500.0,3.25
D7,水浇地,2024,第一季,29,黄瓜,蔬菜,22.0,12000.0,2900.0,7.0
D7,水浇地,2024,第二季,36,白萝卜,蔬菜,22.0,4000.0,500.0,2.5
D8,水浇地,2024,第一季,29,黄瓜,蔬菜,20.0,12000.0,2900.0,7.0
D8,水浇地,2024,第二季,36,白萝卜,蔬菜,20.0,4000.0,500.0,2.5
E1,普通大棚,2024,第一季,29,黄瓜,蔬菜,0.6,15000.0,3500.0,7.0
E1,普通大棚,2024,第二季,38,榆黄菇,食用菌,0.6,5000.0,3000.0,57.5
E10,普通大棚,2024,第一季,29,黄瓜,蔬菜,0.6,15000.0,3500.0,7.0
E10,普通大棚,2024,第二季,40,白灵菇,食用菌,0.6,10000.0,10000.0,16.0
E11,普通大棚,2024,第一季,29,黄瓜,蔬菜,0.6,15000.0,3500.0,7.0
E11,普通大棚,2024,第二季,38,榆黄菇,食用菌,0.6,5000.0,3000.0,57.5
E12,普通大棚,2024,第一季,29,黄瓜,蔬菜,0.6,15000.0,3500.0,7.0
E12,普通大棚,2024,第二季,38,榆黄菇,食用菌,0.6,5000.0,3000.0,57.5
E13,普通大棚,2024,第一季,17,豇豆,蔬菜（豆类）,0.06,3600.0,2400.0,8.0
E13,普通大棚,2024,第一季,18,刀豆,蔬菜（豆类）,0.54,2400.0,1200.0,6.75
E13,普通大棚,2024,第二季,38,榆黄菇,食用菌,0.6,5000.0,3000.0,57.5
E14,普通大棚,2024,第一季,29,黄瓜,蔬菜,0.6,15000.0,3500.0,7.0
E14,普通大棚,2024,第二季,38,榆黄菇,食用菌,0.6,5000.0,3000.0,57.5
E15,普通大棚,2024,第一季,29,黄瓜,蔬菜,0.6,15000.0,3500.0,7.0
E15,普通大棚,2024,第二季,38,榆黄菇,食用菌,0.6,5000.0,3000.0,57.5
E16,普通大棚,2024,第一季,18,刀豆,蔬菜（豆类）,0.6,2400.0,1200.0,6.75
E16,普通大棚,2024,第二季,38,榆黄菇,食用菌,0.6,5000.0,3000.0,57.5
E2,普通大棚,2024,第一季,19,芸豆,蔬菜（豆类）,0.6,3600.0,2400.0,6.5
E2,普通大棚,2024,第二季,38,榆黄菇,食用菌,0.6,5000.0,3000.0,57.5
E3,普通大棚,2024,第一季,18,刀豆,蔬菜（豆类）,0.54,2400.0,1200.0,6.75
E3,普通大棚,2024,第一季,19,芸豆,蔬菜（豆类）,0.06,3600.0,2400.0,6.5
E3,普通大棚,2024,第二季,38,榆黄菇,食用菌,0.6,5000.0,3000.0,57.5
E4,普通大棚,2024,第一季,29,黄瓜,蔬菜,0.6,15000.0,3500.0,7.0
E4,普通大棚,2024,第二季,38,榆黄菇,食用菌,0.6,5000.0,3000.0,57.5
E5,普通大棚,2024,第一季,18,刀豆,蔬菜（豆类）,0.6,2400.0,1200.0,6.75
E5,普通大棚,2024,第二季,38,榆黄菇,食用菌,0.6,5000.0,3000.0,57.5
E6,普通大棚,2024,第一季,29,黄瓜,蔬菜,0.6,15000.0,3500.0,7.0
E6,普通大棚,2024,第二季,40,白灵菇,食用菌,0.6,10000.0,10000.0,16.0
E7,普通大棚,2024,第一季,29,黄瓜,蔬菜,0.6,15000.0,3500.0,7.0
E7,普通大棚,2024,第二季,38,榆黄菇,食用菌,0.6,5000.0,3000.0,57.5
E8,普通大棚,2024,第一季,29,黄瓜,蔬菜,0.6,15000.0,3500.0,7.0
E8,普通大棚,2024,第二季,38,榆黄菇,食用菌,0.6,5000.0,3000.0,57.5
E9,普通大棚,2024,第一季,29,黄瓜,蔬菜,0.6,15000.0,3500.0,7.0
E9,普通大棚,2024,第二季,40,白灵菇,食用菌,0.6,10000.0,10000.0,16.0
F1,智慧大棚,2024,第一季,19,芸豆,蔬菜（豆类）,0.6,3600.0,2400.0,6.5
F1,智慧大棚,2024,第二季,29,黄瓜,蔬菜,0.6,13500.0,3850.0,8.4
F2,智慧大棚,2024,第一季,17,豇豆,蔬菜（豆类）,0.05999999999999994,3600.0,2400.0,8.0
F2,智慧大棚,2024,第一季,19,芸豆,蔬菜（豆类）,0.54,3600.0,2400.0,6.5
F2,智慧大棚,2024,第二季,29,黄瓜,蔬菜,0.6,13500.0,3850.0,8.4
F3,智慧大棚,2024,第一季,22,茄子,蔬菜,0.6,8000.0,2400.0,5.5
F3,智慧大棚,2024,第二季,29,黄瓜,蔬菜,0.6,13500.0,3850.0,8.4
F4,智慧大棚,2024,第一季,22,茄子,蔬菜,0.6,8000.0,2400.0,5.5
F4,智慧大棚,2024,第二季,29,黄瓜,蔬菜,0.2727272727272727,13500.0,3850.0,8.4
F4,智慧大棚,2024,第二季,32,空心菜,蔬菜,0.32727272727272727,11000.0,5500.0,5.4
A1,平旱地,2025,单季,2,黑豆,粮食（豆类）,80.0,500.0,400.0,7.5
A2,平旱地,2025,单季,4,绿豆,粮食（豆类）,55.0,350.0,350.0,7.0
A3,平旱地,2025,单季,2,黑豆,粮食（豆类）,35.0,500.0,400.0,7.5
A4,平旱地,2025,单季,7,玉米,粮食,72.0,1000.0,500.0,3.0
A5,平旱地,2025,单季,6,小麦,粮食,68.0,800.0,450.0,3.5
A6,平旱地,2025,单季,7,玉米,粮食,55.0,1000.0,500.0,3.0
B1,梯田,2025,单季,2,黑豆,粮食（豆类）,60.0,475.0,400.0,7.5
B10,梯田,2025,单季,2,黑豆,粮食（豆类）,25.0,475.0,400.0,7.5
B11,梯田,2025,单季,6,小麦,粮食,60.0,760.0,450.0,3.5
B12,梯田,2025,单季,3,红豆,粮食（豆类）,45.0,380.0,350.0,8.25
B13,梯田,2025,单季,3,红豆,粮食（豆类）,35.0,380.0,350.0,8.25
B2,梯田,2025,单季,8,谷子,粮食,46.0,380.0,360.0,6.75
B3,梯田,2025,单季,8,谷子,粮食,40.0,380.0,360.0,6.75
B4,梯田,2025,单季,8,谷子,粮食,28.0,380.0,360.0,6.75
B5,梯田,2025,单季,9,高粱,粮食,25.0,600.0,400.0,6.0
B6,梯田,2025,单季,6,小麦,粮食,86.0,760.0,450.0,3.5
B7,梯田,2025,单季,2,黑豆,粮食（豆类）,55.0,475.0,400.0,7.5
B8,梯田,2025,单季,8,谷子,粮食,44.0,380.0,360.0,6.75
B9,梯田,2025,单季,6,小麦,粮食,50.0,760.0,450.0,3.5
C1,山坡地,2025,单季,14,莜麦,粮食,15.0,380.0,400.0,5.5
C2,山坡地,2025,单季,4,绿豆,粮食（豆类）,13.0,315.0,350.0,7.0
C3,山坡地,2025,单季,11,荞麦,粮食,15.0,100.0,350.0,40.0
C4,山坡地,2025,单季,5,爬豆,粮食（豆类）,18.0,375.0,350.0,6.75
C5,山坡地,2025,单季,4,绿豆,粮食（豆类）,27.0,315.0,350.0,7.0
C6,山坡地,2025,单季,10,黍子,粮食,20.0,475.0,360.0,7.5
D1,水浇地,2025,第一季,29,黄瓜,蔬菜,15.0,12000.0,2900.0,7.0
D1,水浇地,2025,第二季,37,红萝卜,蔬菜,15.0,3000.0,500.0,3.25
D2,水浇地,2025,第一季,18,刀豆,蔬菜（豆类）,10.0,2000.0,1000.0,6.75
D2,水浇地,2025,第二季,36,白萝卜,蔬菜,10.0,4000.0,500.0,2.5
D3,水浇地,2025,第一季,17,豇豆,蔬菜（豆类）,14.0,3000.0,2000.0,8.0
D3,水浇地,2025,第二季,36,白萝卜,蔬菜,14.0,4000.0,500.0,2.5
D4,水浇地,2025,第一季,29,黄瓜,蔬菜,6.0,12000.0,2900.0,7.0
D4,水浇地,2025,第二季,36,白萝卜,蔬菜,6.0,4000.0,500.0,2.5
D5,水浇地,2025,第一季,29,黄瓜,蔬菜,10.0,12000.0,2900.0,7.0
D5,水浇地,2025,第二季,35,大白菜,蔬菜,10.0,5000.0,2000.0,2.5
D6,水浇地,2025,第一季,29,黄瓜,蔬菜,12.0,12000.0,2900.0,7.0
D6,水浇地,2025,第二季,36,白萝卜,蔬菜,12.0,4000.0,500.0,2.5
D7,水浇地,2025,第一季,17,豇豆,蔬菜（豆类）,22.0,3000.0,2000.0,8.0
D7,水浇地,2025,第二季,35,大白菜,蔬菜,22.0,5000.0,2000.0,2.5
D8,水浇地,2025,第一季,17,豇豆,蔬菜（豆类）,20.0,3000.0,2000.0,8.0
D8,水浇地,2025,第二季,36,白萝卜,蔬菜,20.0,4000.0,500.0,2.5
E1,普通大棚,2025,第一季,29,黄瓜,蔬菜,0.6,15000.0,3500.0,7.0
E1,普通大棚,2025,第二季,38,榆黄菇,食用菌,0.6,5000.0,3000.0,57.5
E10,普通大棚,2025,第一季,29,黄瓜,蔬菜,0.6,15000.0,3500.0,7.0
E10,普通大棚,2025,第二季,38,榆黄菇,食用菌,0.6,5000.0,3000.0,57.5
E11,普通大棚,2025,第一季,29,黄瓜,蔬菜,0.6,15000.0,3500.0,7.0
E11,普通大棚,2025,第二季,40,白灵菇,食用菌,0.6,10000.0,10000.0,16.0
E12,普通大棚,2025,第一季,17,豇豆,蔬菜（豆类）,0.6,3600.0,2400.0,8.0
