plot_id,land_type,year,slot,crop_id,crop_name,crop_type,area,yield_jin_per_mu,cost_yuan_per_mu,price_yuan_per_jin
A1,平旱地,2024,单季,2,黑豆,粮食（豆类）,14.324842105263158,500.0,400.0,7.5
A1,平旱地,2024,单季,4,绿豆,粮食（豆类）,65.67515789473684,350.0,350.0,7.0
A2,平旱地,2024,单季,6,小麦,粮食,38.636363636363654,800.0,450.0,3.5
A2,平旱地,2024,单季,13,红薯,粮食,16.36363636363635,2200.0,2000.0,3.25
A4,平旱地,2024,单季,6,小麦,粮食,72.0,800.0,450.0,3.5
A5,平旱地,2024,单季,7,玉米,粮食,68.0,1000.0,500.0,3.0
A6,平旱地,2024,单季,6,小麦,粮食,55.0,800.0,450.0,3.5
B1,梯田,2024,单季,1,黄豆,粮食（豆类）,60.0,380.0,400.0,3.25
B10,梯田,2024,单季,8,谷子,粮食,25.0,380.0,360.0,6.75
B11,梯田,2024,单季,5,爬豆,粮食（豆类）,12.578947368421055,395.0,350.0,6.75
B11,梯田,2024,单季,8,谷子,粮食,47.421052631578945,380.0,360.0,6.75
B12,梯田,2024,单季,1,黄豆,粮食（豆类）,35.0,380.0,400.0,3.25
B13,梯田,2024,单季,11,荞麦,粮食,14.285714285714286,105.0,350.0,40.0
B13,梯田,2024,单季,15,大麦,粮食,20.0,500.0,350.0,3.5
B14,梯田,2024,单季,2,黑豆,粮食（豆类）,20.0,475.0,400.0,7.5
B2,梯田,2024,单季,7,玉米,粮食,41.73684210526317,950.0,500.0,3.0
B3,梯田,2024,单季,14,莜麦,粮食,35.0,400.0,400.0,5.5
B4,梯田,2024,单季,10,黍子,粮食,23.1,500.0,360.0,7.5
B5,梯田,2024,单季,7,玉米,粮食,24.999999999999986,950.0,500.0,3.0
B6,梯田,2024,单季,3,红豆,粮食（豆类）,14.947368421052632,380.0,350.0,8.25
B6,梯田,2024,单季,9,高粱,粮食,50.0,600.0,400.0,6.0
B6,梯田,2024,单季,12,南瓜,粮食,12.31578947368414,2850.0,1000.0,1.5
B7,梯田,2024,单季,1,黄豆,粮食（豆类）,55.0,380.0,400.0,3.25
B8,梯田,2024,单季,3,红豆,粮食（豆类）,44.0,380.0,350.0,8.25
B9,梯田,2024,单季,8,谷子,粮食,50.0,380.0,360.0,6.75
C2,山坡地,2024,单季,2,黑豆,粮食（豆类）,11.527953216374266,450.0,400.0,7.5
C3,山坡地,2024,单季,7,玉米,粮食,1.5,900.0,500.0,3.0
C4,山坡地,2024,单季,4,绿豆,粮食（豆类）,18.0,315.0,350.0,7.0
C5,山坡地,2024,单季,4,绿豆,粮食（豆类）,13.916491228070178,315.0,350.0,7.0
C5,山坡地,2024,单季,5,爬豆,粮食（豆类）,13.083508771929822,375.0,350.0,6.75
C6,山坡地,2024,单季,10,黍子,粮食,2.0,475.0,360.0,7.5
D1,水浇地,2024,第一季,17,豇豆,蔬菜（豆类）,10.792,3000.0,2000.0,8.0
D1,水浇地,2024,第一季,22,茄子,蔬菜,4.208000000000002,6400.0,2000.0,5.5
D2,水浇地,2024,第一季,18,刀豆,蔬菜（豆类）,10.0,2000.0,1000.0,6.75
D3,水浇地,2024,第二季,35,大白菜,蔬菜,12.0,5000.0,2000.0,2.5
D3,水浇地,2024,第二季,37,红萝卜,蔬菜,2.0,3000.0,500.0,3.25
D4,水浇地,2024,第一季,27,油麦菜,蔬菜,1.0975609756097562,4100.0,1600.0,5.0
D4,水浇地,2024,第二季,35,大白菜,蔬菜,0.6000000000000001,5000.0,2000.0,2.5
D4,水浇地,2024,第二季,36,白萝卜,蔬菜,5.0,4000.0,500.0,2.5
D5,水浇地,2024,第一季,26,包菜,蔬菜,1.0945945945945945,3700.0,2900.0,6.5
D5,水浇地,2024,第二季,37,红萝卜,蔬菜,10.0,3000.0,500.0,3.25
D6,水浇地,2024,第一季,28,小青菜,蔬菜,11.0875,3200.0,1600.0,5.75
D7,水浇地,2024,第一季,18,刀豆,蔬菜（豆类）,22.0,2000.0,1000.0,6.75
D7,水浇地,2024,第二季,35,大白菜,蔬菜,17.4,5000.0,2000.0,2.5
D8,水浇地,2024,第一季,18,刀豆,蔬菜（豆类）,7.040000000000001,2000.0,1000.0,6.75
D8,水浇地,2024,第一季,19,芸豆,蔬菜（豆类）,2.16,3000.0,2000.0,6.5
D8,水浇地,2024,第一季,20,土豆,蔬菜,10.799999999999999,2000.0,2000.0,3.75
D8,水浇地,2024,第二季,36,白萝卜,蔬菜,20.0,4000.0,500.0,2.5
E1,普通大棚,2024,第一季,34,芹菜,蔬菜,0.2727272727272727,6600.0,1100.0,4.0
E1,普通大棚,2024,第二季,40,白灵菇,食用菌,0.5999999999999984,10000.0,10000.0,16.0
E10,普通大棚,2024,第一季,25,菜花,蔬菜,0.6,4000.0,3000.0,5.5
E10,普通大棚,2024,第二季,41,羊肚菌,食用菌,0.6,1000.0,10000.0,100.0
E11,普通大棚,2024,第一季,22,茄子,蔬菜,0.6000000000000009,8000.0,2400.0,5.5
E11,普通大棚,2024,第二季,38,榆黄菇,食用菌,0.600000000000001,5000.0,3000.0,57.5
E12,普通大棚,2024,第一季,21,西红柿,蔬菜,0.54,3000.0,2400.0,6.25
E12,普通大棚,2024,第一季,33,黄心菜,蔬菜,0.06,6000.0,2500.0,4.5
E12,普通大棚,2024,第二季,41,羊肚菌,食用菌,0.6,1000.0,10000.0,100.0
E13,普通大棚,2024,第一季,17,豇豆,蔬菜（豆类）,0.6,3600.0,2400.0,8.0
E13,普通大棚,2024,第二季,40,白灵菇,食用菌,0.06,10000.0,10000.0,16.0
E13,普通大棚,2024,第二季,41,羊肚菌,食用菌,0.538706910133867,1000.0,10000.0,100.0
E14,普通大棚,2024,第一季,24,青椒,蔬菜,0.33,3000.0,2000.0,5.25
E14,普通大棚,2024,第一季,29,黄瓜,蔬菜,0.21,15000.0,3500.0,7.0
E14,普通大棚,2024,第二季,41,羊肚菌,食用菌,0.6,1000.0,10000.0,100.0
E15,普通大棚,2024,第一季,23,菠菜,蔬菜,0.2727272727272727,3300.0,2700.0,5.75
E15,普通大棚,2024,第一季,25,菜花,蔬菜,0.06,4000.0,3000.0,5.5
E15,普通大棚,2024,第二季,41,羊肚菌,食用菌,0.6,1000.0,10000.0,100.0
E16,普通大棚,2024,第一季,22,茄子,蔬菜,0.54,8000.0,2400.0,5.5
E16,普通大棚,2024,第一季,29,黄瓜,蔬菜,0.06,15000.0,3500.0,7.0
E16,普通大棚,2024,第二季,40,白灵菇,食用菌,0.5400000000000016,10000.0,10000.0,16.0
E2,普通大棚,2024,第一季,18,刀豆,蔬菜（豆类）,0.6,2400.0,1200.0,6.75
E2,普通大棚,2024,第二季,38,榆黄菇,食用菌,0.6,5000.0,3000.0,57.5
E3,普通大棚,2024,第一季,25,菜花,蔬菜,0.23999999999999677,4000.0,3000.0,5.5
E3,普通大棚,2024,第一季,33,黄心菜,蔬菜,0.24,6000.0,2500.0,4.5
E3,普通大棚,2024,第二季,39,香菇,食用菌,0.6,4000.0,2000.0,19.0
E4,普通大棚,2024,第一季,18,刀豆,蔬菜（豆类）,0.6,2400.0,1200.0,6.75
E4,普通大棚,2024,第二季,39,香菇,食用菌,0.6,4000.0,2000.0,19.0
E5,普通大棚,2024,第一季,17,豇豆,蔬菜（豆类）,0.54,3600.0,2400.0,8.0
E5,普通大棚,2024,第一季,18,刀豆,蔬菜（豆类）,0.06,2400.0,1200.0,6.75
E5,普通大棚,2024,第二季,41,羊肚菌,食用菌,0.6,1000.0,10000.0,100.0
E6,普通大棚,2024,第一季,18,刀豆,蔬菜（豆类）,0.5333333333333333,2400.0,1200.0,6.75
E6,普通大棚,2024,第二季,39,香菇,食用菌,0.6,4000.0,2000.0,19.0
E7,普通大棚,2024,第一季,22,茄子,蔬菜,0.6,8000.0,2400.0,5.5
E7,普通大棚,2024,第二季,41,羊肚菌,食用菌,0.6,1000.0,10000.0,100.0
E8,普通大棚,2024,第一季,32,空心菜,蔬菜,0.3,12000.0,5000.0,4.5
E8,普通大棚,2024,第二季,38,榆黄菇,食用菌,0.6,5000.0,3000.0,57.5
