plot_id,land_type,year,slot,crop_id,crop_name,crop_type,area,yield_jin_per_mu,cost_yuan_per_mu,price_yuan_per_jin
A1,平旱地,2024,单季,1,黄豆,粮食（豆类）,36.3,400.0,400.0,3.25
A1,平旱地,2024,单季,8,谷子,粮食,30.06363636363637,400.0,360.0,6.75
A1,平旱地,2024,单季,11,荞麦,粮食,13.636363636363637,110.0,350.0,40.0
A2,平旱地,2024,单季,3,红豆,粮食（豆类）,9.75,400.0,350.0,8.25
A2,平旱地,2024,单季,6,小麦,粮食,45.25,800.0,450.0,3.5
A3,平旱地,2024,单季,3,红豆,粮食（豆类）,3.5,400.0,350.0,8.25
A3,平旱地,2024,单季,4,绿豆,粮食（豆类）,31.5,350.0,350.0,7.0
A4,平旱地,2024,单季,6,小麦,粮食,72.0,800.0,450.0,3.5
A5,平旱地,2024,单季,6,小麦,粮食,68.0,800.0,450.0,3.5
A6,平旱地,2024,单季,7,玉米,粮食,49.5,1000.0,500.0,3.0
A6,平旱地,2024,单季,14,莜麦,粮食,5.5,420.0,400.0,5.5
B1,梯田,2024,单季,1,黄豆,粮食（豆类）,11.789473684210531,380.0,400.0,3.25
B1,梯田,2024,单季,2,黑豆,粮食（豆类）,36.86204146730462,475.0,400.0,7.5
B1,梯田,2024,单季,4,绿豆,粮食（豆类）,11.348484848484848,330.0,350.0,7.0
B10,梯田,2024,单季,3,红豆,粮食（豆类）,25.0,380.0,350.0,8.25
B11,梯田,2024,单季,7,玉米,粮食,35.96172248803828,950.0,500.0,3.0
B11,梯田,2024,单季,8,谷子,粮食,24.038277511961716,380.0,360.0,6.75
B12,梯田,2024,单季,1,黄豆,粮食（豆类）,45.0,380.0,400.0,3.25
B13,梯田,2024,单季,6,小麦,粮食,27.289473684210527,760.0,450.0,3.5
B14,梯田,2024,单季,3,红豆,粮食（豆类）,20.0,380.0,350.0,8.25
B2,梯田,2024,单季,10,黍子,粮食,24.257142857142856,500.0,360.0,7.5
B2,梯田,2024,单季,12,南瓜,粮食,4.6000000000000005,2850.0,1000.0,1.5
B2,梯田,2024,单季,13,红薯,粮食,17.142857142857142,2100.0,2000.0,3.25
B3,梯田,2024,单季,8,谷子,粮食,40.0,380.0,360.0,6.75
B4,梯田,2024,单季,8,谷子,粮食,28.0,380.0,360.0,6.75
B5,梯田,2024,单季,6,小麦,粮食,2.5,760.0,450.0,3.5
B5,梯田,2024,单季,15,大麦,粮食,20.0,500.0,350.0,3.5
B6,梯田,2024,单季,2,黑豆,粮食（豆类）,9.137958532695377,475.0,400.0,7.5
B6,梯田,2024,单季,5,爬豆,粮食（豆类）,25.0,395.0,350.0,6.75
B6,梯田,2024,单季,9,高粱,粮食,50.0,600.0,400.0,6.0
B7,梯田,2024,单季,1,黄豆,粮食（豆类）,55.0,380.0,400.0,3.25
B8,梯田,2024,单季,7,玉米,粮食,32.72248803827751,950.0,500.0,3.0
B8,梯田,2024,单季,14,莜麦,粮食,11.277511961722496,400.0,400.0,5.5
B9,梯田,2024,单季,8,谷子,粮食,50.0,380.0,360.0,6.75
C1,山坡地,2024,单季,8,谷子,粮食,15.0,360.0,360.0,6.75
C2,山坡地,2024,单季,4,绿豆,粮食（豆类）,13.0,315.0,350.0,7.0
C3,山坡地,2024,单季,14,莜麦,粮食,15.0,380.0,400.0,5.5
C4,山坡地,2024,单季,4,绿豆,粮食（豆类）,18.0,315.0,350.0,7.0
C5,山坡地,2024,单季,4,绿豆,粮食（豆类）,27.0,315.0,350.0,7.0
C6,山坡地,2024,单季,7,玉米,粮食,20.0,900.0,500.0,3.0
D1,水浇地,2024,第一季,18,刀豆,蔬菜（豆类）,15.0,2000.0,1000.0,6.75
D1,水浇地,2024,第二季,37,红萝卜,蔬菜,12.0,3000.0,500.0,3.25
D2,水浇地,2024,第一季,18,刀豆,蔬菜（豆类）,10.0,2000.0,1000.0,6.75
D2,水浇地,2024,第二季,36,白萝卜,蔬菜,3.6,4000.0,500.0,2.5
D3,水浇地,2024,第一季,18,刀豆,蔬菜（豆类）,11.84,2000.0,1000.0,6.75
D3,水浇地,2024,第一季,19,芸豆,蔬菜（豆类）,2.16,3000.0,2000.0,6.5
D3,水浇地,2024,第二季,36,白萝卜,蔬菜,1.4000000000000001,4000.0,500.0,2.5
D4,水浇地,2024,第一季,17,豇豆,蔬菜（豆类）,6.0,3000.0,2000.0,8.0
D5,水浇地,2024,第一季,26,包菜,蔬菜,1.0945945945945945,3700.0,2900.0,6.5
D5,水浇地,2024,第二季,35,大白菜,蔬菜,8.0,5000.0,2000.0,2.5
D6,水浇地,2024,第一季,21,西红柿,蔬菜,2.7125000000000004,2400.0,2000.0,6.25
D6,水浇地,2024,第一季,28,小青菜,蔬菜,9.2875,3200.0,1600.0,5.75
D7,水浇地,2024,第一季,17,豇豆,蔬菜（豆类）,2.2,3000.0,2000.0,8.0
D7,水浇地,2024,第一季,20,土豆,蔬菜,12.7125,2000.0,2000.0,3.75
D7,水浇地,2024,第一季,22,茄子,蔬菜,7.0875,6400.0,2000.0,5.5
D7,水浇地,2024,第二季,35,大白菜,蔬菜,22.0,5000.0,2000.0,2.5
D8,水浇地,2024,第一季,18,刀豆,蔬菜（豆类）,5.885958415848265,2000.0,1000.0,6.75
D8,水浇地,2024,第一季,21,西红柿,蔬菜,12.075,2400.0,2000.0,6.25
D8,水浇地,2024,第二季,36,白萝卜,蔬菜,20.0,4000.0,500.0,2.5
E1,普通大棚,2024,第一季,27,油麦菜,蔬菜,0.36,5000.0,2000.0,5.0
E1,普通大棚,2024,第一季,28,小青菜,蔬菜,0.23999999999999994,4000.0,2000.0,5.75
E1,普通大棚,2024,第二季,41,羊肚菌,食用菌,0.6,1000.0,10000.0,100.0
E10,普通大棚,2024,第一季,28,小青菜,蔬菜,0.6,4000.0,2000.0,5.75
E10,普通大棚,2024,第二季,40,白灵菇,食用菌,0.6,10000.0,10000.0,16.0
E11,普通大棚,2024,第二季,39,香菇,食用菌,0.6,4000.0,2000.0,19.0
E12,普通大棚,2024,第一季,17,豇豆,蔬菜（豆类）,0.6,3600.0,2400.0,8.0
E13,普通大棚,2024,第一季,34,芹菜,蔬菜,0.2727272727272727,6600.0,1100.0,4.0
E13,普通大棚,2024,第二季,38,榆黄菇,食用菌,0.06,5000.0,3000.0,57.5
E14,普通大棚,2024,第一季,24,青椒,蔬菜,0.6,3000.0,2000.0,5.25
E14,普通大棚,2024,第二季,38,榆黄菇,食用菌,0.6,5000.0,3000.0,57.5
E15,普通大棚,2024,第一季,32,空心菜,蔬菜,0.3,12000.0,5000.0,4.5
E16,普通大棚,2024,第一季,29,黄瓜,蔬菜,0.6,15000.0,3500.0,7.0
E16,普通大棚,2024,第二季,40,白灵菇,食用菌,0.6,10000.0,10000.0,16.0
E2,普通大棚,2024,第一季,17,豇豆,蔬菜（豆类）,0.6,3600.0,2400.0,8.0
E2,普通大棚,2024,第二季,41,羊肚菌,食用菌,0.6,1000.0,10000.0,100.0
E3,普通大棚,2024,第一季,18,刀豆,蔬菜（豆类）,0.6,2400.0,1200.0,6.75
E3,普通大棚,2024,第二季,39,香菇,食用菌,0.6,4000.0,2000.0,19.0
E4,普通大棚,2024,第一季,18,刀豆,蔬菜（豆类）,0.6,2400.0,1200.0,6.75
E4,普通大棚,2024,第二季,40,白灵菇,食用菌,0.5999999999999999,10000.0,10000.0,16.0
E5,普通大棚,2024,第一季,17,豇豆,蔬菜（豆类）,0.6,3600.0,2400.0,8.0
E5,普通大棚,2024,第二季,41,羊肚菌,食用菌,0.6,1000.0,10000.0,100.0
E6,普通大棚,2024,第一季,17,豇豆,蔬菜（豆类）,0.6,3600.0,2400.0,8.0
E7,普通大棚,2024,第一季,28,小青菜,蔬菜,0.6,4000.0,2000.0,5.75
E7,普通大棚,2024,第二季,38,榆黄菇,食用菌,0.6,5000.0,3000.0,57.5
E8,普通大棚,2024,第一季,31,辣椒,蔬菜,0.6,2000.0,1200.0,7.25
E8,普通大棚,2024,第二季,38,榆黄菇,食用菌,0.54,5000.0,3000.0,57.5
E9,普通大棚,2024,第一季,21,西红柿,蔬菜,0.24,3000.0,2400.0,6.25
E9,普通大棚,2024,第一季,25,菜花,蔬菜,0.36,4000.0,3000.0,5.5
E9,普通大棚,2024,第二季,39,香菇,食用菌,0.6,4000.0,2000.0,19.0
F1,智慧大棚,2024,第一季,20,土豆,蔬菜,0.6,2400.0,2400.0,3.75
F1,智慧大棚,2024,第二季,17,豇豆,蔬菜（豆类）,0.6,3200.0,2640.0,9.600000000000001
F2,智慧大棚,2024,第二季,17,豇豆,蔬菜（豆类）,0.6,3200.0,2640.0,9.600000000000001
F3,智慧大棚,2024,第一季,33,黄心菜,蔬菜,0.3,6000.0,2500.0,4.5
F3,智慧大棚,2024,第二季,27,油麦菜,蔬菜,0.6,4500.0,2200.0,6.0
F4,智慧大棚,2024,第一季,30,生菜,蔬菜,0.57,5000.0,2000.0,5.25
F4,智慧大棚,2024,第二季,25,菜花,蔬菜,0.6,3600.0,3300.0,6.6
A1,平旱地,2025,单季,2,黑豆,粮食（豆类）,43.7,500.0,400.0,7.5
A1,平旱地,2025,单季,6,小麦,粮食,36.3,800.0,450.0,3.5
A2,平旱地,2025,单季,4,绿豆,粮食（豆类）,45.25,350.0,350.0,7.0
A2,平旱地,2025,单季,7,玉米,粮食,9.750000000000005,1000.0,500.0,3.0
A3,平旱地,2025,单季,6,小麦,粮食,21.090909090909093,800.0,450.0,3.5
A3,平旱地,2025,单季,13,红薯,粮食,13.909090909090908,2200.0,2000.0,3.25
A4,平旱地,2025,单季,8,谷子,粮食,72.0,400.0,360.0,6.75
A5,平旱地,2025,单季,7,玉米,粮食,50.14252077562327,1000.0,500.0,3.0
A5,平旱地,2025,单季,8,谷子,粮食,17.857479224376732,400.0,360.0,6.75
A6,平旱地,2025,单季,1,黄豆,粮食（豆类）,11.149999999999999,400.0,400.0,3.25
A6,平旱地,2025,单季,3,红豆,粮食（豆类）,43.85,400.0,350.0,8.25
B1,梯田,2025,单季,6,小麦,粮食,46.48103121061276,760.0,450.0,3.5
B1,梯田,2025,单季,9,高粱,粮食,13.518968789387245,600.0,400.0,6.0
B10,梯田,2025,单季,6,小麦,粮食,25.0,760.0,450.0,3.5
B11,梯田,2025,单季,1,黄豆,粮食（豆类）,36.3421052631579,380.0,400.0,3.25
B11,梯田,2025,单季,14,莜麦,粮食,23.657894736842103,400.0,400.0,5.5
